,id,amount_tsh,gps_height,region_code,district_code,population,public_meeting,permit,construction_year,extraction_type_class,management_group,payment_type,quality_group,quantity_group,source_class,waterpoint_type_group,status_group
42237,29426,0.0,0,14,2,804,1,0,1987,2,0,0,1,1,0,1,1
53695,72062,0.0,0,1,1,747,1,0,2008,4,0,1,0,0,0,0,0
26034,58415,0.0,984,2,1,1,0,0,2010,3,3,1,0,3,1,0,2
8679,49693,0.0,1234,3,4,60,1,1,1974,0,0,3,0,1,0,0,1
5940,62668,0.0,0,18,4,773,1,1,1988,0,0,1,0,0,0,0,0
9792,17187,0.0,1326,16,1,250,1,0,2003,0,0,3,0,0,1,0,2
38923,33303,0.0,0,12,4,817,1,0,2004,0,3,3,0,0,0,0,2
1610,35247,0.0,1442,4,1,1,1,1,2007,0,0,1,0,0,0,0,2
37139,11221,0.0,951,3,4,20,0,1,1975,0,0,3,0,1,0,2,1
27159,38214,0.0,1215,2,2,200,1,1,1960,0,0,1,0,1,0,0,2
23804,47558,0.0,914,10,3,60,0,1,2008,4,0,3,0,2,1,0,0
11201,16426,0.0,0,18,2,562,1,1,1996,0,0,1,0,1,0,3,1
31744,855,8000.0,1484,10,2,680,1,1,1997,1,0,0,0,0,1,0,2
15273,43182,500.0,1858,11,4,140,1,1,2009,0,0,6,0,0,0,0,2
40678,73297,20.0,135,4,4,50,1,1,1985,1,0,2,0,0,1,0,2
56174,29141,0.0,0,12,6,424,1,1,1999,0,0,4,0,1,1,0,0
3635,5387,0.0,0,17,3,487,0,1,1999,2,0,3,0,0,0,1,2
57641,62628,0.0,0,18,1,471,1,1,1989,2,0,1,0,0,0,1,2
37326,11420,0.0,0,12,3,330,1,1,1997,0,0,1,0,2,0,0,0
11937,17754,0.0,0,1,4,369,1,1,2005,4,0,3,0,2,0,0,0
35295,22660,0.0,380,90,33,60,1,1,2001,0,0,1,0,0,0,0,1
25487,24981,0.0,0,12,6,736,0,0,1997,2,0,1,0,0,0,1,0
31874,7654,0.0,0,18,4,775,1,1,1996,0,0,1,0,3,1,0,0
21701,10628,0.0,1295,21,1,120,1,1,2010,0,0,1,0,1,1,0,2
49614,30360,0.0,0,18,1,461,1,1,1993,0,0,1,0,0,0,0,1
30490,49409,0.0,0,12,3,424,1,1,1990,0,0,1,0,2,0,0,0
53663,18960,0.0,1508,20,2,200,0,0,1995,2,0,1,0,1,0,1,0
19901,29033,0.0,1451,3,1,1,1,1,1977,0,2,6,0,0,0,0,0
30766,6837,50.0,103,99,1,350,1,1,1977,1,0,2,0,0,0,0,2
25226,58059,50.0,1505,21,5,253,0,0,1997,1,0,2,1,1,0,0,1
40700,3381,0.0,0,12,1,581,1,1,2006,2,0,1,0,0,0,1,2
53055,40449,1200.0,1852,11,4,25,1,0,2005,0,0,0,0,0,0,0,2
2890,40802,0.0,1638,2,6,400,1,0,1992,0,0,4,0,1,1,0,2
54445,45667,0.0,0,18,2,638,1,1,2003,0,0,6,0,0,1,0,2
31694,39869,0.0,0,1,1,388,1,1,1996,0,0,1,0,0,0,4,2
44630,31912,0.0,861,10,5,270,0,1,1982,0,0,1,0,0,1,0,0
8004,51113,50.0,1015,10,2,651,1,1,2009,3,0,2,0,0,1,0,2
35478,47321,0.0,36,60,43,200,1,0,2004,3,0,1,0,0,0,2,0
37201,28476,0.0,803,11,1,1,0,1,1983,0,0,1,0,2,0,0,0
50929,30214,0.0,434,4,2,380,1,0,1976,1,0,1,0,0,1,0,0
10478,3834,0.0,0,17,3,303,1,1,1994,3,0,1,0,0,0,2,2
29618,47623,0.0,1339,2,6,450,1,0,2001,0,0,4,0,1,0,0,2
53465,62645,0.0,0,19,5,630,1,1,2006,2,0,1,0,0,0,1,2
30012,45900,0.0,0,1,4,346,1,1,1991,4,0,2,0,1,0,0,2
30456,63188,0.0,0,14,4,713,1,1,2004,2,0,1,0,0,0,1,2
24289,49375,0.0,0,12,7,772,0,1,2006,0,0,1,4,3,1,0,2
11034,7306,0.0,0,12,1,807,1,1,2002,1,0,2,0,0,0,0,0
22617,39692,0.0,0,18,30,329,1,0,1996,0,0,1,0,0,0,0,2
23745,14873,0.0,0,12,6,640,1,0,1989,2,0,4,0,1,0,1,0
14755,20858,0.0,0,18,30,597,1,0,1987,0,0,1,0,2,0,0,0
8629,65747,20.0,1622,21,2,226,1,1,2003,1,0,2,0,2,1,0,0
14366,35154,200.0,2089,11,3,692,1,0,1988,0,0,6,0,0,0,0,2
38981,18776,0.0,178,90,33,1,1,1,1985,3,0,1,1,2,0,2,0
2699,62609,2400.0,920,11,1,1,1,1,2001,0,0,0,0,0,0,0,2
56373,56963,0.0,0,19,2,481,1,1,1997,3,0,0,0,1,0,2,0
23309,69122,2400.0,1535,11,1,1,1,1,1994,0,0,0,0,0,0,0,2
49121,24748,1000.0,317,5,4,200,1,1,1995,0,0,6,0,0,1,0,2
15847,47872,60.0,217,60,53,1,1,1,2005,4,0,2,0,0,0,0,2
1293,20182,0.0,1176,15,1,500,1,1,1995,3,0,1,0,0,0,1,0
12678,62292,200.0,229,5,3,450,1,1,2007,2,0,6,0,1,0,1,0
10471,72234,0.0,1599,2,2,150,1,1,2002,0,0,1,0,1,0,0,2
55821,30569,5000.0,1497,10,3,60,1,1,1993,0,0,0,0,0,0,0,2
57627,42429,0.0,0,1,5,463,1,0,1999,2,0,1,0,1,0,1,2
3408,54639,0.0,2137,15,4,750,1,1,1984,0,0,1,0,2,1,0,0
135,24012,0.0,2050,11,5,50,1,0,2007,0,0,4,0,0,0,0,2
4678,4987,0.0,0,17,6,424,1,1,1987,2,0,1,0,0,0,1,2
20319,60265,5000.0,121,6,2,15,1,1,2010,4,2,6,0,1,1,0,2
50535,23748,500.0,850,3,5,650,1,1,2010,0,0,3,0,0,0,0,2
21379,3978,200.0,1725,15,3,1,1,0,1989,2,0,0,0,2,0,1,0
10668,15877,500.0,361,5,6,25,1,1,2005,0,0,6,0,0,1,0,1
8107,48336,50.0,26,99,1,300,1,1,1978,4,0,2,0,0,0,0,0
32015,55626,0.0,0,19,6,828,1,1,1991,1,0,1,0,1,1,0,2
24365,50022,0.0,1387,20,3,320,0,1,1964,0,0,3,0,0,1,0,0
47931,45364,0.0,0,12,2,532,1,1,1986,0,0,4,0,1,1,0,0
50280,7576,0.0,0,12,4,329,1,0,2003,0,0,3,0,0,1,0,0
4486,35980,0.0,1335,16,2,530,1,0,2012,3,2,1,0,0,1,0,2
50616,26617,0.0,0,18,30,827,1,0,1994,0,0,6,0,1,1,0,2
11094,57987,0.0,0,1,4,478,1,1,2008,4,0,2,0,1,0,0,2
35513,30730,0.0,0,4,8,30,1,1,1971,0,2,1,1,0,2,0,2
56441,60552,2000.0,482,10,3,156,0,1,1992,0,3,6,0,0,0,0,2
55802,17804,0.0,0,1,1,594,1,1,2005,0,0,2,0,0,0,0,0
11980,67391,0.0,0,18,30,438,1,0,2003,0,3,6,0,3,0,0,2
7879,29394,10.0,1553,21,2,790,1,1,2003,0,0,2,0,1,0,0,2
29666,47112,0.0,0,14,2,324,1,0,1998,2,0,1,0,0,0,1,1
39246,28337,0.0,0,12,2,453,1,1,1999,0,0,4,0,2,1,0,0
27828,40922,20.0,1282,13,3,1000,1,0,2002,1,0,2,0,1,0,0,2
17203,13599,0.0,0,1,5,548,1,0,1986,2,0,1,0,2,0,1,0
47702,68418,0.0,0,14,2,649,1,0,1999,3,0,3,1,0,0,2,0
10076,64365,0.0,282,80,53,650,1,1,1980,3,0,1,0,0,0,2,0
45333,9198,0.0,0,14,2,639,0,0,1986,0,2,1,0,0,1,0,2
32492,12631,50.0,231,9,4,350,1,1,1999,1,0,2,0,1,0,0,2
44004,5492,40.0,0,99,1,200,1,1,2000,1,0,2,0,0,0,0,2
14777,40978,200.0,1889,4,1,1,1,1,1978,0,0,6,0,0,0,0,0
33602,26179,0.0,977,2,2,300,1,1,1970,0,0,3,0,0,0,0,0
7904,45913,0.0,2171,11,4,120,1,1,2004,0,0,1,0,0,0,0,2
33932,9886,500.0,921,3,3,75,1,1,2010,0,0,6,0,1,0,0,0
48286,47166,0.0,48,60,43,6922,1,0,2011,1,2,1,0,0,0,0,2
6938,798,0.0,1556,20,2,360,0,0,1995,2,0,1,0,0,0,1,0
33660,64406,0.0,1064,16,3,560,1,1,2011,3,0,3,0,2,0,2,0
45359,6426,200.0,465,10,3,86,1,1,1994,0,0,6,0,4,0,0,2
34145,1947,0.0,0,12,7,806,1,1,2000,0,0,6,0,1,1,0,1
775,45744,0.0,0,12,7,780,0,1,1993,0,0,1,0,3,1,0,1
2203,59735,0.0,0,17,6,718,1,1,2004,2,0,2,0,0,0,1,2
33825,59243,0.0,281,90,33,1,1,0,2004,4,0,3,0,2,0,2,0
2997,31738,500.0,1480,13,1,530,1,1,2001,2,0,6,0,1,0,1,2
24818,60619,0.0,1585,10,3,86,1,1,2010,0,0,1,0,0,0,0,2
36906,20781,0.0,0,17,3,440,1,0,1985,2,0,3,2,0,0,1,2
37410,60582,0.0,1341,16,2,200,1,0,2005,3,1,1,0,0,1,0,2
42701,27162,0.0,0,18,4,727,1,1,1999,2,0,4,0,0,0,1,2
31401,67324,0.0,-24,6,4,400,1,0,1984,3,0,1,0,0,0,2,0
50377,521,0.0,1611,16,3,140,1,1,2009,0,0,3,0,0,0,3,1
54277,51386,0.0,1500,3,1,435,1,1,2003,0,2,6,0,1,1,0,1
58639,24718,500.0,1284,20,6,750,1,0,2012,2,0,6,1,0,0,1,2
33690,64065,0.0,0,12,4,536,1,0,1991,0,0,1,0,1,0,0,2
8926,36179,50.0,670,11,1,1,1,1,1981,0,1,1,0,2,0,0,0
2340,49813,20.0,0,4,8,300,1,1,2007,2,0,2,1,0,0,1,2
22092,70064,20.0,249,6,1,30,1,1,2003,1,0,2,0,0,1,0,2
37955,65347,0.0,640,5,1,60,1,1,1996,2,0,1,0,2,0,1,0
34742,36320,0.0,1549,13,2,1,1,0,2010,1,0,3,5,4,0,0,0
39918,37203,0.0,241,80,53,120,1,0,1982,4,0,1,1,0,0,0,0
53797,53712,0.0,1299,13,2,1,1,0,1960,4,0,3,5,2,0,0,0
49714,10665,0.0,0,1,5,421,1,0,1999,4,0,2,0,2,0,2,0
30478,73115,0.0,0,17,1,282,0,0,2006,3,0,3,5,2,2,2,0
38522,16702,6000.0,1420,11,1,420,1,1,1984,0,0,0,0,2,0,0,0
37439,56859,0.0,0,19,6,454,1,1,2002,1,0,1,0,1,0,0,2
38508,61092,0.0,0,1,5,769,1,0,1990,4,0,2,0,2,0,0,0
32653,3446,250.0,1167,16,2,1800,1,1,1998,0,0,6,0,0,1,0,2
5063,4045,0.0,0,17,5,770,0,1,2005,2,3,3,0,2,0,1,0
7643,40002,0.0,0,19,6,315,1,1,2006,2,0,1,0,1,0,1,2
6367,31917,20.0,1768,21,3,346,0,1,2012,2,0,2,0,0,0,1,2
24183,40361,0.0,423,9,4,1,1,1,1982,1,0,1,0,3,0,0,1
22544,73830,0.0,0,12,3,445,1,1,1986,0,0,1,0,2,0,0,0
53917,56293,3600.0,895,16,3,135,1,1,1979,0,0,0,0,0,1,0,0
11879,29184,0.0,0,12,4,685,1,0,1990,0,0,3,0,0,1,0,0
47730,61774,0.0,0,12,7,623,1,1,1987,0,0,3,4,3,1,0,2
28409,1357,0.0,231,5,3,400,1,1,2003,3,0,1,0,1,0,1,0
32960,42385,0.0,0,19,2,718,1,1,1992,0,3,1,0,2,1,0,0
51247,70936,0.0,18,4,4,200,1,1,2005,3,0,1,0,0,0,1,0
16445,3244,0.0,0,19,2,318,1,1,1985,2,0,1,1,0,0,1,2
45450,48331,40.0,-27,4,5,250,0,0,2008,1,2,2,1,0,0,0,1
36583,18460,50.0,97,99,1,300,1,1,1988,1,0,2,0,0,0,0,2
21964,44601,500.0,338,5,6,60,1,1,1996,2,0,6,0,0,0,1,2
38579,25290,250.0,1062,16,2,640,1,1,2006,0,0,6,0,1,1,0,2
30989,38797,0.0,0,18,30,688,0,0,1986,2,2,2,0,0,0,0,2
11010,55281,0.0,0,17,1,833,1,0,1992,2,0,1,0,0,0,1,1
39848,65751,0.0,1244,3,1,1,1,1,1962,0,2,1,0,1,0,0,0
19034,73008,0.0,1361,2,3,1,0,0,2000,1,0,1,0,0,0,0,0
29199,18177,0.0,0,18,30,303,1,0,2008,0,0,1,0,0,0,2,2
31305,66889,500.0,1965,11,4,65,1,1,2009,0,0,6,0,0,0,0,2
49471,48138,0.0,1714,11,1,630,1,1,1978,0,0,1,0,0,0,0,2
2365,42271,0.0,229,9,4,1,1,1,1982,1,0,1,0,2,0,0,0
31945,41469,4000.0,540,3,3,240,1,1,1988,0,0,0,0,0,1,0,0
26396,35494,0.0,162,4,3,120,1,0,1975,0,0,1,0,1,0,0,2
46928,13952,50.0,1026,10,2,392,1,1,2009,3,0,2,0,0,1,0,2
51272,39366,0.0,0,12,6,656,1,0,2000,2,0,4,0,0,0,1,0
43121,25191,0.0,0,12,3,287,1,1,2001,0,2,6,0,0,0,0,2
10387,17164,500.0,846,15,2,270,1,1,2008,0,0,6,0,0,1,0,1
11986,71445,25.0,257,9,4,1,1,1,1982,1,0,2,0,0,1,0,0
7017,7756,1000.0,931,10,2,250,1,1,1987,0,0,0,0,0,1,0,2
53994,16637,0.0,0,18,6,725,1,0,1999,0,0,1,0,1,1,0,2
16765,57317,50.0,86,7,1,264,1,0,2000,1,0,2,0,2,1,0,0
15610,56539,10.0,1511,24,30,256,1,1,2009,0,0,2,0,3,1,0,2
46840,20406,2000.0,1436,13,2,650,1,0,1980,2,0,4,0,1,0,1,2
58823,19063,0.0,0,12,3,324,1,1,1994,0,0,6,0,0,0,0,2
35158,12315,0.0,0,18,4,370,1,1,2001,0,0,1,0,0,1,0,0
21681,50714,0.0,492,10,3,156,0,1,2012,0,0,3,0,0,0,0,2
10220,52340,20.0,1172,5,1,150,1,1,2007,0,0,2,0,0,0,0,2
16929,69173,50.0,79,4,5,50,1,0,2007,1,0,2,1,1,0,0,2
17049,73674,0.0,0,18,6,814,1,0,1998,0,0,1,0,0,0,3,2
36995,72176,0.0,0,18,4,525,1,1,2003,2,0,1,0,0,0,1,2
39518,68961,0.0,0,17,5,794,0,1,1997,2,0,3,0,0,0,1,2
49110,65196,450.0,1296,3,5,30,1,1,1995,0,0,3,0,0,0,0,2
45183,69134,50.0,1009,3,3,130,1,1,2007,1,0,2,0,1,0,0,0
41922,62295,0.0,1299,16,1,350,1,0,2000,0,0,3,0,0,0,3,2
5045,3346,250.0,1274,16,2,750,1,1,2007,0,0,6,0,0,1,0,1
45042,36607,0.0,0,19,6,590,1,1,1988,3,0,3,5,2,0,2,0
53876,73779,0.0,0,18,1,566,1,1,1990,2,0,1,1,0,0,1,2
55484,6494,0.0,1430,21,1,480,1,1,2004,0,0,1,0,0,0,0,2
37507,67674,0.0,0,18,8,426,1,1,2008,2,0,6,0,0,0,1,2
40580,65342,0.0,1464,3,3,12,1,1,2002,0,0,1,0,0,0,0,2
46923,39912,0.0,0,17,1,329,0,0,1999,2,0,3,0,0,0,1,0
10040,2022,0.0,0,17,3,307,1,1,1987,3,0,3,0,0,0,2,0
7617,40179,200.0,420,5,4,100,0,1,1996,2,1,6,5,2,0,1,0
59326,51838,0.0,383,4,1,1,1,1,1972,0,0,1,0,0,0,0,2
45711,14496,1500.0,1375,13,2,300,1,0,1990,2,0,6,0,1,0,1,2
44261,43372,0.0,1395,20,2,20,0,0,2007,6,2,3,1,1,0,1,2
44097,3167,5000.0,1378,11,5,60,1,0,2009,0,0,0,0,0,0,0,2
57082,45367,5000.0,773,15,1,250,1,1,2012,3,2,0,0,0,0,0,0
55356,62733,0.0,0,18,1,306,1,1,1995,0,1,1,0,3,1,0,2
49337,13016,0.0,0,18,30,327,1,0,2007,0,0,1,0,0,0,2,2
45085,68649,0.0,1520,15,3,1,1,0,1984,3,0,3,5,4,0,2,0
50813,51527,0.0,317,4,3,50,1,0,1981,0,0,1,0,0,0,0,0
49401,62439,0.0,0,1,1,451,1,0,1997,0,0,1,0,0,0,0,2
30795,52565,500.0,826,3,5,460,1,1,2010,0,0,3,0,0,0,0,2
48276,62205,0.0,1200,10,3,325,0,1,2012,0,0,1,0,2,0,0,0
2441,29388,0.0,338,5,1,130,1,1,2011,0,0,1,0,0,1,0,2
14123,40438,0.0,0,1,5,523,1,0,1985,4,2,2,0,1,0,0,1
9557,7363,0.0,1518,2,6,100,1,1,2010,0,0,4,0,1,1,0,2
28798,73899,50.0,309,4,6,100,1,1,1999,1,0,2,0,0,1,0,2
41293,16805,2000.0,898,10,2,339,1,1,2007,0,0,0,0,0,1,0,2
56331,26563,0.0,0,17,3,755,1,1,1996,3,0,3,2,2,0,2,0
30638,61224,0.0,0,12,4,333,1,0,1997,0,0,3,0,0,0,0,2
19292,17468,0.0,0,19,2,696,1,1,1992,4,0,2,0,0,0,0,0
50104,37466,0.0,0,17,3,605,1,1,2000,2,0,3,2,1,0,1,0
3463,29809,0.0,391,4,2,80,1,0,2007,0,3,1,0,0,0,0,2
39125,70008,0.0,0,12,3,373,1,1,1988,0,0,6,0,1,0,0,2
22108,33044,0.0,0,17,6,727,1,1,1995,2,0,1,0,1,0,1,2
51033,48981,0.0,0,17,8,821,1,0,1985,2,0,3,0,0,0,1,2
46027,44146,50.0,1603,13,2,1,1,0,2010,1,0,2,0,1,0,0,2
46545,52775,0.0,0,1,6,564,1,1,1997,0,0,1,0,0,0,0,0
31890,33457,50.0,68,6,2,1,1,1,2010,4,0,2,0,0,1,0,2
19001,24077,0.0,0,19,5,531,1,0,1994,3,0,3,5,4,2,2,0
50662,70695,0.0,22,6,4,300,1,0,2000,3,0,1,0,2,0,2,0
5188,43280,500.0,1180,15,1,142,1,1,1980,3,2,4,0,0,0,2,0
53169,43321,100.0,464,4,1,1,1,1,1973,0,0,6,0,0,0,0,0
1802,12218,0.0,0,17,7,625,1,0,1985,2,0,2,1,0,0,1,2
42125,11907,0.0,1500,21,5,350,0,1,2008,0,2,1,0,3,1,0,2
29263,38190,100.0,1332,21,4,100,1,1,2009,1,0,2,1,0,0,4,2
6022,40143,200.0,1524,4,1,1,1,1,2003,0,0,6,0,0,0,0,1
34069,58263,20.0,87,4,6,13,0,0,2008,1,0,2,1,1,0,0,0
57519,55849,0.0,1216,19,1,300,1,1,1973,0,0,1,0,1,1,0,0
46302,32397,0.0,1853,15,2,150,1,1,1985,0,0,4,0,0,1,0,0
22666,49819,0.0,0,17,8,483,1,0,2005,2,0,4,0,0,0,1,2
35421,35974,0.0,0,14,1,411,0,0,1994,2,0,1,0,2,0,1,0
25005,65467,0.0,0,18,3,555,1,0,1986,0,0,1,0,1,0,0,0
50571,26046,0.0,1314,2,7,180,1,1,1998,0,0,1,0,0,0,0,0
35422,24625,0.0,348,8,3,300,1,0,2008,3,0,1,1,3,0,2,2
152,60983,0.0,-15,7,3,50,1,0,1970,4,0,1,1,2,0,2,0
42979,38954,0.0,-15,4,5,90,0,0,2010,3,2,1,1,1,0,2,0
22405,28469,0.0,1304,20,2,20,0,1,2011,6,1,1,1,0,0,1,2
10884,2261,0.0,302,5,3,100,0,1,2011,1,1,3,5,4,2,0,0
25106,45140,0.0,1450,13,1,698,1,1,2008,0,3,1,0,3,1,0,2
7760,7372,0.0,0,14,6,452,0,1,1986,3,1,2,0,0,1,0,2
56557,20819,250.0,1161,16,2,750,1,1,1998,0,0,6,0,0,1,0,2
54292,3316,0.0,1878,11,7,500,1,1,1974,0,0,1,0,0,1,0,0
45236,1428,0.0,0,19,5,289,1,1,1988,2,0,1,1,0,0,1,2
9085,12889,0.0,0,17,3,535,1,0,1994,2,0,1,0,1,0,1,2
17962,6532,100.0,1074,10,5,250,1,0,1983,3,0,6,0,1,0,2,0
11766,71635,0.0,1185,20,4,250,1,1,1992,0,0,4,0,2,0,0,0
34685,3460,0.0,0,18,3,720,1,1,1989,0,0,1,0,0,0,3,0
44189,71592,2500.0,1264,4,1,1,1,1,1972,0,0,6,0,0,0,0,2
8306,34329,1000.0,1237,16,2,470,1,1,2005,0,0,0,0,0,1,0,2
49511,1011,0.0,0,12,1,452,1,1,2003,2,0,1,0,0,0,1,2
37277,52587,0.0,0,18,1,803,1,1,1997,0,1,1,0,3,1,0,2
44894,20814,0.0,1372,11,5,30,1,0,2007,0,0,4,0,0,1,0,2
42710,39434,0.0,1362,4,1,1,1,1,2010,3,0,1,0,0,0,2,2
3234,32835,0.0,0,14,4,657,0,1,1999,3,0,3,0,2,0,2,0
2604,20181,0.0,0,12,4,593,1,0,2008,0,2,3,0,0,1,0,0
41563,20364,0.0,0,12,6,780,0,1,1987,1,2,2,0,1,1,0,0
432,6788,0.0,1176,21,1,48,1,1,1998,0,0,1,0,0,0,0,2
30128,71490,0.0,0,17,6,462,1,1,1999,0,3,1,0,3,1,0,2
42395,15548,2500.0,1385,4,1,1,1,1,1969,0,0,6,0,0,0,0,0
31731,1259,0.0,440,8,3,100,1,0,1992,3,0,1,0,1,0,0,0
32050,65139,10.0,1113,3,5,60,1,1,1999,0,0,2,0,0,0,0,2
23921,51151,0.0,445,80,43,350,0,1,1978,1,0,3,1,2,1,0,0
14614,40285,200.0,1080,16,3,123,1,1,2006,0,0,6,0,0,1,0,2
50514,73117,4000.0,2195,21,1,214,1,1,1998,0,0,4,0,2,0,0,0
39338,72442,0.0,1648,15,3,1,0,0,1985,2,0,3,1,1,0,1,0
54442,35209,0.0,2059,11,4,20,1,1,2006,0,0,1,0,2,0,0,0
10780,67018,0.0,970,10,2,748,1,1,2009,0,0,1,0,2,1,0,0
46190,98,0.0,1381,20,6,1000,1,0,1978,1,0,1,0,2,1,0,0
2029,49568,0.0,0,12,7,319,1,0,1988,0,0,1,4,3,1,0,1
24779,40892,0.0,182,5,2,240,1,1,2000,2,0,4,1,1,0,1,0
3396,9339,300.0,1331,3,5,75,1,1,1995,0,0,3,0,0,0,0,2
15786,71423,0.0,0,17,5,812,1,1,1986,0,3,3,0,3,1,0,2
295,68037,0.0,0,1,5,492,1,0,2002,4,0,2,0,1,0,0,2
42867,61953,0.0,-17,6,1,150,1,0,2009,2,0,1,0,0,0,1,2
43586,58351,0.0,0,12,6,796,0,0,2003,2,0,1,1,1,0,1,0
48516,6484,0.0,0,18,30,714,1,0,1989,2,2,2,0,1,0,0,2
5565,69184,500.0,1393,11,4,150,1,1,1987,0,0,6,0,0,1,0,1
45395,8630,0.0,0,18,2,836,1,1,1986,0,0,1,0,0,1,0,2
47304,71665,0.0,0,12,4,328,1,0,1992,0,3,3,0,0,0,0,0
24117,62391,50.0,668,11,1,1,0,1,2002,0,1,2,1,0,0,0,2
51681,5367,0.0,0,14,4,734,1,1,1991,2,0,1,0,0,0,1,2
27907,18003,300.0,258,5,3,165,1,1,2004,0,0,6,0,0,1,0,2
6257,21513,200.0,1065,10,5,250,1,0,1987,2,0,6,0,1,0,1,2
241,16944,0.0,0,18,8,442,1,1,1986,3,0,2,0,1,0,2,0
13471,34487,0.0,331,5,6,30,1,1,1982,3,0,1,0,0,0,2,0
52617,21014,20.0,201,6,1,50,1,1,2003,1,0,2,0,0,1,0,2
42107,69533,0.0,1249,16,2,200,1,0,2003,3,2,1,0,0,1,0,2
11274,23622,20.0,1336,2,6,200,1,1,1982,0,0,2,0,1,1,0,2
36960,17830,0.0,0,17,1,664,0,0,1985,2,0,1,0,0,0,1,1
8738,43386,0.0,202,90,33,1,1,1,1977,0,0,1,0,2,0,0,0
10391,40177,0.0,1118,4,2,250,1,0,1972,0,0,1,0,2,0,0,0
59089,41929,450.0,1581,3,5,60,1,1,1995,0,0,3,0,0,0,0,0
19874,28926,0.0,0,18,2,774,1,1,2007,2,0,1,0,0,0,1,2
8433,67307,250.0,1094,16,2,420,1,1,1986,0,0,6,0,1,1,0,2
46135,414,0.0,104,60,43,100,1,0,2009,2,0,1,5,2,0,1,0
956,4379,0.0,0,17,2,619,1,0,1997,0,0,2,0,0,0,0,0
48541,18071,300.0,-20,99,1,300,1,1,2008,2,0,6,0,0,0,1,2
23068,54062,1000.0,791,15,1,450,1,1,1994,2,0,6,1,1,0,1,2
19763,24457,0.0,0,18,8,666,1,1,1996,4,0,1,0,1,0,0,0
41939,65336,0.0,1494,20,2,1,0,0,2004,2,1,1,1,1,0,1,2
50907,53760,0.0,0,19,5,723,1,1,2001,2,0,1,0,0,0,1,2
24645,9466,0.0,1217,2,5,520,1,1,1973,0,0,1,0,0,0,0,1
8892,17960,3500.0,1202,13,1,205,1,1,2010,2,0,6,0,0,0,1,2
58528,47055,2500.0,1331,15,1,100,1,1,1990,2,0,4,0,1,0,1,0
1947,27203,0.0,1551,13,2,1,1,0,1990,3,0,3,5,2,0,2,0
17204,36031,2.0,1216,21,1,42,1,1,2012,0,0,2,0,0,0,0,2
44235,72688,0.0,1134,3,3,340,1,1,2010,0,0,1,0,1,0,0,2
30520,37115,0.0,1656,11,2,599,0,1,2000,2,0,1,0,0,0,1,0
29434,3576,5000.0,2026,11,3,708,1,0,2003,0,0,0,0,0,0,0,2
35392,20861,30.0,-4,6,1,440,1,1,2005,1,3,2,0,0,1,0,2
55464,45919,0.0,1341,3,2,280,1,0,1972,0,0,1,0,1,1,2,0
49498,38573,2500.0,1138,15,1,50,1,1,1989,2,0,0,0,0,0,1,2
22422,67959,10.0,466,90,33,701,1,0,1988,0,0,2,0,1,0,0,0
49538,41365,500.0,1434,11,4,153,1,1,1987,0,0,6,0,0,1,0,2
53899,57224,1500.0,253,5,3,250,1,1,1984,2,0,6,0,1,0,1,2
53786,13397,20.0,0,5,1,5000,1,1,1999,2,0,2,0,1,0,1,2
425,2301,0.0,1447,3,4,1,0,1,1972,0,0,1,0,1,0,2,0
27388,72163,0.0,1602,21,2,1000,1,1,2003,0,0,1,0,2,0,0,0
40953,68873,0.0,1033,2,7,149,1,1,2007,0,0,3,0,1,0,0,2
26309,59018,3000.0,1134,11,5,330,1,0,2008,0,0,6,0,0,0,0,2
23743,21512,0.0,0,1,5,465,1,0,1990,4,0,2,0,2,0,0,0
45715,45142,0.0,-19,6,1,1,1,0,2008,2,2,1,0,0,0,1,2
48090,14361,0.0,1575,10,3,30,0,1,1995,0,0,3,0,2,0,0,0
30040,60035,0.0,347,4,2,400,1,0,2008,2,0,1,1,0,0,1,2
48724,61802,0.0,0,1,6,483,1,1,1989,1,0,2,0,0,0,0,2
50806,53190,0.0,0,19,2,655,1,1,1993,2,0,6,1,1,0,1,1
49673,10995,0.0,0,17,5,832,1,1,1989,2,0,3,0,0,0,1,2
10686,67905,50.0,86,7,2,150,0,0,2000,1,0,2,1,1,0,0,0
16546,30295,0.0,0,19,6,698,1,1,2001,3,0,1,0,1,1,0,2
14935,72050,30.0,965,2,2,150,1,1,1980,0,0,2,0,1,0,0,2
25371,69396,0.0,1291,2,5,250,1,1,2007,0,0,1,0,1,2,0,2
8744,35553,0.0,1845,21,1,450,1,1,1993,0,0,1,0,0,1,0,2
12423,51631,2800.0,1517,11,7,20,1,1,2001,0,0,0,0,0,0,0,2
57479,46911,0.0,0,14,6,730,0,1,1991,3,1,1,0,2,1,0,0
46532,41611,0.0,394,80,53,110,0,0,1980,3,0,1,1,2,0,2,0
13360,23106,0.0,0,17,1,605,1,0,2002,2,0,1,0,0,0,1,1
49921,65602,0.0,0,19,4,670,1,1,1987,2,0,1,0,0,0,1,2
9783,17221,0.0,0,12,3,435,1,1,1986,0,0,1,0,2,0,0,0
52623,33892,0.0,1645,15,3,1,0,0,1989,3,0,1,5,4,0,2,0
59213,9870,300.0,294,5,4,800,1,1,2010,6,0,6,0,0,0,1,2
43942,28937,1000.0,2199,11,4,125,1,1,2000,0,0,0,0,0,0,0,2
18097,47138,50.0,-29,99,1,150,1,1,1981,4,0,2,0,0,0,0,2
